425746 15794
175693 175697 0.200000
175694 175697 0.200000
175695 175697 0.200000
175696 175697 0.200000
89117 175889 0.500000
6071 175889 0.500000
67056 175983 0.500000
165247 175983 0.500000
141135 176509 0.200000
50607 176509 0.200000
65720 176509 0.200000
146969 176509 0.200000
65471 176509 0.200000
87153 176731 1.000000
165025 177363 0.166667
122961 177363 0.166667
47508 177363 0.166667
44436 177363 0.166667
140280 177363 0.166667
31997 177363 0.166667
51136 177995 0.100000
100067 177995 0.100000
34916 177995 0.100000
25573 177995 0.100000
101605 177995 0.100000
76744 177995 0.100000
12110 177995 0.100000
83026 177995 0.100000
141750 177995 0.100000
33403 177995 0.100000
102761 178669 0.250000
118074 178669 0.250000
132370 178669 0.250000
67959 178669 0.250000
98161 178718 0.333333
72781 178718 0.333333
69989 178718 0.333333
54929 179088 0.500000
178669 179088 0.500000
156288 179450 0.142857
104036 179450 0.142857
146762 179450 0.142857
83307 179450 0.142857
7952 179450 0.142857
26617 179450 0.142857
134079 179450 0.142857
163242 179709 0.250000
164083 179709 0.250000
164084 179709 0.250000
164085 179709 0.250000
66065 179997 1.000000
175692 180178 0.166667
175693 180178 0.166667
175694 180178 0.166667
175695 180178 0.166667
175696 180178 0.166667
175697 180178 0.166667
79559 180340 0.200000
131345 180340 0.200000
131346 180340 0.200000
165560 180340 0.200000
165561 180340 0.200000
61216 180847 0.200000
35055 180847 0.200000
18167 180847 0.200000
151899 180847 0.200000
120127 180847 0.200000
42777 181038 0.333333
172107 181038 0.333333
647 181038 0.333333
21860 181065 1.000000
168921 181066 0.500000
168922 181066 0.500000
98161 181126 0.333333
69989 181126 0.333333
178718 181126 0.333333
159968 181558 0.166667
104585 181558 0.166667
104586 181558 0.166667
76888 181558 0.166667
154173 181558 0.166667
166623 181558 0.166667
92939 181645 1.000000
148668 181934 0.250000
148748 181934 0.250000
158766 181934 0.250000
148671 181934 0.250000
148748 181935 0.200000
181934 181935 0.200000
158766 181935 0.200000
148668 181935 0.200000
148671 181935 0.200000
148748 181936 0.166667
181934 181936 0.166667
158766 181936 0.166667
181935 181936 0.166667
148668 181936 0.166667
148671 181936 0.166667
148748 181937 0.142857
181934 181937 0.142857
158766 181937 0.142857
181935 181937 0.142857
181936 181937 0.142857
148668 181937 0.142857
148671 181937 0.142857
148748 181938 0.125000
181934 181938 0.125000
158766 181938 0.125000
181935 181938 0.125000
181936 181938 0.125000
181937 181938 0.125000
148668 181938 0.125000
148671 181938 0.125000
148748 181939 0.111111
181934 181939 0.111111
158766 181939 0.111111
181935 181939 0.111111
181936 181939 0.111111
181937 181939 0.111111
181938 181939 0.111111
148668 181939 0.111111
148671 181939 0.111111
148748 181940 0.083333
158766 181940 0.083333
181934 181940 0.083333
181935 181940 0.083333
181936 181940 0.083333
181937 181940 0.083333
181938 181940 0.083333
181939 181940 0.083333
148668 181940 0.083333
148669 181940 0.083333
148670 181940 0.083333
148671 181940 0.083333
148748 181941 0.076923
158766 181941 0.076923
181934 181941 0.076923
181935 181941 0.076923
181936 181941 0.076923
181937 181941 0.076923
181938 181941 0.076923
181939 181941 0.076923
181940 181941 0.076923
148668 181941 0.076923
148669 181941 0.076923
148670 181941 0.076923
148671 181941 0.076923
148748 181942 0.083333
181934 181942 0.083333
158766 181942 0.083333
181935 181942 0.083333
181936 181942 0.083333
181937 181942 0.083333
181938 181942 0.083333
181939 181942 0.083333
181940 181942 0.083333
181941 181942 0.083333
148668 181942 0.083333
148671 181942 0.083333
152233 181973 0.200000
152234 181973 0.200000
152235 181973 0.200000
152236 181973 0.200000
73657 181973 0.200000
152233 181974 0.166667
152234 181974 0.166667
152235 181974 0.166667
152236 181974 0.166667
181973 181974 0.166667
73657 181974 0.166667
152233 181975 0.142857
152234 181975 0.142857
152235 181975 0.142857
152236 181975 0.142857
181973 181975 0.142857
181974 181975 0.142857
73657 181975 0.142857
121821 182137 1.000000
127887 182176 1.000000
182176 182177 0.500000
127887 182177 0.500000
182176 182178 0.333333
182177 182178 0.333333
127887 182178 0.333333
182176 182179 0.250000
182177 182179 0.250000
182178 182179 0.250000
127887 182179 0.250000
182176 182180 0.200000
182177 182180 0.200000
182178 182180 0.200000
182179 182180 0.200000
127887 182180 0.200000
62550 182397 0.500000
7311 182397 0.500000
121930 183030 1.000000
183232 183233 1.000000
101932 183384 0.200000
91279 183384 0.200000
135255 183384 0.200000
168797 183384 0.200000
107358 183384 0.200000
101932 183385 0.142857
91279 183385 0.142857
89457 183385 0.142857
135255 183385 0.142857
183384 183385 0.142857
168797 183385 0.142857
107358 183385 0.142857
90297 183438 0.500000
60804 183438 0.500000
90297 183443 0.250000
60804 183443 0.250000
183438 183443 0.250000
53735 183443 0.250000
93204 183462 0.500000
182620 183462 0.500000
34920 183573 0.250000
171377 183573 0.250000
89888 183573 0.250000
133877 183573 0.250000
89888 183574 0.200000
34920 183574 0.200000
171377 183574 0.200000
133877 183574 0.200000
183573 183574 0.200000
89888 183575 0.166667
34920 183575 0.166667
171377 183575 0.166667
133877 183575 0.166667
183573 183575 0.166667
183574 183575 0.166667
52487 183580 0.166667
86190 183580 0.166667
90162 183580 0.166667
131347 183580 0.166667
26294 183580 0.166667
120120 183580 0.166667
119925 183678 1.000000
91104 183685 0.142857
80452 183685 0.142857
38700 183685 0.142857
165329 183685 0.142857
128403 183685 0.142857
144052 183685 0.142857
92541 183685 0.142857
183078 183920 1.000000
76552 184011 0.166667
72108 184011 0.166667
79280 184011 0.166667
16694 184011 0.166667
99707 184011 0.166667
82143 184011 0.166667
97947 184149 0.500000
154579 184149 0.500000
156288 184156 0.125000
104036 184156 0.125000
146762 184156 0.125000
164973 184156 0.125000
28370 184156 0.125000
26617 184156 0.125000
179450 184156 0.125000
134079 184156 0.125000
57160 184305 0.250000
146869 184305 0.250000
117485 184305 0.250000
68671 184305 0.250000
137842 184486 0.500000
101212 184486 0.500000
147308 184506 0.166667
75152 184506 0.166667
94646 184506 0.166667
151192 184506 0.166667
6779 184506 0.166667
68735 184506 0.166667
46407 184567 1.000000
166423 184585 1.000000
184585 184586 0.500000
166423 184586 0.500000
184585 184587 0.333333
184586 184587 0.333333
166423 184587 0.333333
26617 184639 0.250000
28370 184639 0.250000
184156 184639 0.250000
164973 184639 0.250000
164973 184641 0.200000
28370 184641 0.200000
26617 184641 0.200000
184156 184641 0.200000
184639 184641 0.200000
162340 184861 1.000000
142594 184989 0.250000
45683 184989 0.250000
48006 184989 0.250000
171387 184989 0.250000
62896 185115 0.250000
163293 185115 0.250000
154179 185115 0.250000
98469 185115 0.250000
185232 185233 1.000000
48006 185285 0.200000
117452 185285 0.200000
171387 185285 0.200000
161369 185285 0.200000
161371 185285 0.200000
59715 185539 0.500000
27699 185539 0.500000
79042 185540 0.200000
59715 185540 0.200000
185539 185540 0.200000
27699 185540 0.200000
62974 185540 0.200000
59715 185541 0.250000
27699 185541 0.250000
185540 185541 0.250000
185539 185541 0.250000
185551 185552 1.000000
185552 185553 0.500000
185551 185553 0.500000
185552 185554 0.333333
185553 185554 0.333333
185551 185554 0.333333
185552 185555 0.250000
185553 185555 0.250000
185554 185555 0.250000
185551 185555 0.250000
185551 185556 0.200000
185552 185556 0.200000
185553 185556 0.200000
185554 185556 0.200000
185555 185556 0.200000
185551 185558 0.166667
185552 185558 0.166667
185553 185558 0.166667
185554 185558 0.166667
185555 185558 0.166667
185556 185558 0.166667
182176 185610 0.166667
182177 185610 0.166667
182178 185610 0.166667
182179 185610 0.166667
182180 185610 0.166667
127887 185610 0.166667
22184 185810 0.166667
164660 185810 0.166667
130136 185810 0.166667
130138 185810 0.166667
169947 185810 0.166667
169948 185810 0.166667
114308 185868 0.500000
68221 185868 0.500000
127834 185869 0.250000
114308 185869 0.250000
68221 185869 0.250000
185868 185869 0.250000
41432 186177 0.500000
164959 186177 0.500000
41432 186178 0.333333
186177 186178 0.333333
164959 186178 0.333333
181065 186207 0.500000
21860 186207 0.500000
183232 186507 0.500000
183233 186507 0.500000
183232 186508 0.333333
183233 186508 0.333333
186507 186508 0.333333
183232 186509 0.250000
183233 186509 0.250000
186507 186509 0.250000
186508 186509 0.250000
183232 186510 0.200000
183233 186510 0.200000
186507 186510 0.200000
186508 186510 0.200000
186509 186510 0.200000
26006 186611 1.000000
186611 186612 0.500000
26006 186612 0.500000
173731 186799 0.500000
181645 186799 0.500000
90180 186964 0.500000
170942 186964 0.500000
148748 186974 0.142857
181940 186974 0.142857
181941 186974 0.142857
148668 186974 0.142857
148669 186974 0.142857
148670 186974 0.142857
148671 186974 0.142857
186974 186975 0.125000
148748 186975 0.125000
181940 186975 0.125000
181941 186975 0.125000
148668 186975 0.125000
148669 186975 0.125000
148670 186975 0.125000
148671 186975 0.125000
89888 187204 0.142857
34920 187204 0.142857
171377 187204 0.142857
133877 187204 0.142857
183573 187204 0.142857
183574 187204 0.142857
183575 187204 0.142857
187208 187209 1.000000
29115 187288 1.000000
187288 187289 0.500000
29115 187289 0.500000
187288 187290 0.333333
187289 187290 0.333333
29115 187290 0.333333
187288 187291 0.250000
187289 187291 0.250000
187290 187291 0.250000
29115 187291 0.250000
91211 187321 0.500000
81740 187321 0.500000
181065 187429 0.333333
21860 187429 0.333333
186207 187429 0.333333
181065 187430 0.250000
21860 187430 0.250000
187429 187430 0.250000
186207 187430 0.250000
13862 187431 1.000000
156288 187432 0.125000
104036 187432 0.125000
13862 187432 0.125000
187431 187432 0.125000
146762 187432 0.125000
179450 187432 0.125000
184156 187432 0.125000
134079 187432 0.125000
54950 188068 0.200000
57173 188068 0.200000
54232 188068 0.200000
72377 188068 0.200000
130303 188068 0.200000
134538 188112 0.500000
68999 188112 0.500000
66787 188211 1.000000
188211 188212 0.500000
66787 188212 0.500000
64784 188278 1.000000
7952 188694 0.333333
15763 188694 0.333333
156288 188694 0.333333
156288 188695 0.090909
104036 188695 0.090909
187432 188695 0.090909
146762 188695 0.090909
15763 188695 0.090909
31519 188695 0.090909
188694 188695 0.090909
179450 188695 0.090909
5659 188695 0.090909
184156 188695 0.090909
134079 188695 0.090909
121314 189152 1.000000
189152 189153 0.500000
121314 189153 0.500000
189152 189154 0.333333
189153 189154 0.333333
121314 189154 0.333333
189152 189155 0.250000
189153 189155 0.250000
121314 189155 0.250000
189154 189155 0.250000
189152 189156 0.200000
189153 189156 0.200000
121314 189156 0.200000
189154 189156 0.200000
189155 189156 0.200000
183920 189370 0.500000
183078 189370 0.500000
90343 189393 1.000000
189393 189394 0.500000
90343 189394 0.500000
148246 189444 1.000000
136236 189477 1.000000
85043 190154 0.500000
34228 190154 0.500000
190154 190155 0.500000
34228 190155 0.500000
190154 190156 0.250000
85043 190156 0.250000
34228 190156 0.250000
190155 190156 0.250000
95010 190202 0.090909
132675 190202 0.090909
55846 190202 0.090909
100807 190202 0.090909
77772 190202 0.090909
8172 190202 0.090909
101581 190202 0.090909
145967 190202 0.090909
148978 190202 0.090909
152888 190202 0.090909
68671 190202 0.090909
154456 190230 1.000000
156288 190263 0.100000
104036 190263 0.100000
188695 190263 0.100000
184156 190263 0.100000
187432 190263 0.100000
146762 190263 0.100000
17591 190263 0.100000
179450 190263 0.100000
52732 190263 0.100000
134079 190263 0.100000
131716 190289 0.166667
47206 190289 0.166667
33257 190289 0.166667
181066 190289 0.166667
168921 190289 0.166667
168922 190289 0.166667
91279 190399 1.000000
86183 190584 0.200000
1991 190584 0.200000
128656 190584 0.200000
90269 190584 0.200000
97631 190584 0.200000
190860 190861 1.000000
190860 190862 0.500000
190861 190862 0.500000
188211 190863 0.333333
66787 190863 0.333333
188212 190863 0.333333
189393 190928 0.333333
189394 190928 0.333333
90343 190928 0.333333
190860 191006 0.333333
190861 191006 0.333333
190862 191006 0.333333
190860 191007 0.250000
190861 191007 0.250000
190862 191007 0.250000
191006 191007 0.250000
190860 191099 0.200000
190861 191099 0.200000
190862 191099 0.200000
191006 191099 0.200000
191007 191099 0.200000
41409 191159 1.000000
41409 191160 0.500000
191159 191160 0.500000
191160 191161 0.333333
41409 191161 0.333333
191159 191161 0.333333
191160 191162 0.250000
41409 191162 0.250000
191161 191162 0.250000
191159 191162 0.250000
41409 191163 0.200000
191159 191163 0.200000
191160 191163 0.200000
191161 191163 0.200000
191162 191163 0.200000
41409 191164 0.166667
191159 191164 0.166667
191160 191164 0.166667
191161 191164 0.166667
191162 191164 0.166667
191163 191164 0.166667
145576 191260 0.333333
118092 191260 0.333333
59062 191260 0.333333
188211 191277 0.333333
66787 191277 0.333333
188212 191277 0.333333
188211 191278 0.250000
66787 191278 0.250000
188212 191278 0.250000
191277 191278 0.250000
66787 191279 0.200000
191277 191279 0.200000
191278 191279 0.200000
188211 191279 0.200000
188212 191279 0.200000
66787 191280 0.166667
191277 191280 0.166667
191278 191280 0.166667
191279 191280 0.166667
188211 191280 0.166667
188212 191280 0.166667
191296 191297 1.000000
19912 191393 0.250000
157825 191393 0.250000
160692 191393 0.250000
103040 191393 0.250000
103040 191394 0.200000
157825 191394 0.200000
191393 191394 0.200000
19912 191394 0.200000
160692 191394 0.200000
183385 191738 0.250000
89457 191738 0.250000
101932 191738 0.250000
135255 191738 0.250000
50987 191917 0.166667
90924 191917 0.166667
134155 191917 0.166667
102574 191917 0.166667
26574 191917 0.166667
89375 191917 0.166667
62696 191929 1.000000
33249 192274 0.333333
21067 192274 0.333333
192273 192274 0.333333
21860 192280 0.200000
187429 192280 0.200000
187430 192280 0.200000
181065 192280 0.200000
186207 192280 0.200000
21860 192281 0.166667
187429 192281 0.166667
187430 192281 0.166667
181065 192281 0.166667
192280 192281 0.166667
186207 192281 0.166667
46720 192370 0.333333
76179 192370 0.333333
98469 192370 0.333333
172736 192412 0.333333
57619 192412 0.333333
172735 192412 0.333333
166881 192566 0.500000
144340 192566 0.500000
190860 192588 0.166667
190861 192588 0.166667
190862 192588 0.166667
191099 192588 0.166667
191006 192588 0.166667
191007 192588 0.166667
163242 192713 0.200000
164083 192713 0.200000
164084 192713 0.200000
164085 192713 0.200000
179709 192713 0.200000
11331 192747 0.500000
144052 192747 0.500000
156288 192880 0.100000
104036 192880 0.100000
188695 192880 0.100000
187432 192880 0.100000
146762 192880 0.100000
190263 192880 0.100000
17591 192880 0.100000
179450 192880 0.100000
184156 192880 0.100000
134079 192880 0.100000
179088 193070 0.250000
102761 193070 0.250000
132370 193070 0.250000
178669 193070 0.250000
23481 193093 0.333333
50554 193093 0.333333
52732 193093 0.333333
184641 193527 0.166667
164973 193527 0.166667
28370 193527 0.166667
26617 193527 0.166667
184156 193527 0.166667
184639 193527 0.166667
184641 193528 0.142857
164973 193528 0.142857
28370 193528 0.142857
193527 193528 0.142857
26617 193528 0.142857
184156 193528 0.142857
184639 193528 0.142857
86183 193660 0.166667
1991 193660 0.166667
128656 193660 0.166667
190584 193660 0.166667
90269 193660 0.166667
97631 193660 0.166667
164802 193695 0.250000
29562 193695 0.250000
129333 193695 0.250000
27911 193695 0.250000
98161 193719 0.250000
181126 193719 0.250000
69989 193719 0.250000
178718 193719 0.250000
185232 193826 0.500000
185233 193826 0.500000
185232 193827 0.333333
185233 193827 0.333333
193826 193827 0.333333
46209 193921 1.000000
106720 194268 0.333333
13865 194268 0.333333
137252 194268 0.333333
137816 194328 1.000000
75773 194371 1.000000
194423 194424 1.000000
194424 194426 0.500000
194423 194426 0.500000
172736 194607 0.250000
57619 194607 0.250000
192412 194607 0.250000
172735 194607 0.250000
185551 194906 0.142857
185552 194906 0.142857
185553 194906 0.142857
185554 194906 0.142857
185555 194906 0.142857
185556 194906 0.142857
185558 194906 0.142857
26424 194934 0.500000
44250 194934 0.500000
133436 195029 1.000000
41432 195082 0.250000
186177 195082 0.250000
186178 195082 0.250000
164959 195082 0.250000
95990 195614 0.500000
8702 195614 0.500000
184585 196091 0.250000
184586 196091 0.250000
184587 196091 0.250000
166423 196091 0.250000
85983 196114 1.000000
92307 196410 1.000000
76125 196442 1.000000
40194 196630 0.500000
60957 196630 0.500000
41409 196761 0.142857
191159 196761 0.142857
191160 196761 0.142857
191161 196761 0.142857
191162 196761 0.142857
191163 196761 0.142857
191164 196761 0.142857
182620 196830 1.000000
183385 196881 0.333333
89457 196881 0.333333
191738 196881 0.333333
89457 196882 0.166667
196881 196882 0.166667
184149 196882 0.166667
183385 196882 0.166667
191738 196882 0.166667
97947 196882 0.166667
121821 197017 1.000000
197017 197018 0.500000
121821 197018 0.500000
190860 197225 0.142857
190861 197225 0.142857
190862 197225 0.142857
192588 197225 0.142857
191099 197225 0.142857
191006 197225 0.142857
191007 197225 0.142857
79601 197244 0.250000
118770 197244 0.250000
82507 197244 0.250000
83923 197244 0.250000
44705 197280 0.500000
107307 197280 0.500000
42157 197530 1.000000
194371 197747 0.500000
75773 197747 0.500000
140280 197804 0.333333
177363 197804 0.333333
44436 197804 0.333333
186611 197859 0.333333
186612 197859 0.333333
26006 197859 0.333333
125448 198235 0.500000
57034 198235 0.500000
49336 198252 0.500000
58948 198252 0.500000
49336 198253 0.333333
198252 198253 0.333333
58948 198253 0.333333
49336 198254 0.250000
198252 198254 0.250000
58948 198254 0.250000
198253 198254 0.250000
58948 198255 0.200000
198252 198255 0.200000
198253 198255 0.200000
198254 198255 0.200000
49336 198255 0.200000
58948 198256 0.166667
198252 198256 0.166667
198253 198256 0.166667
198254 198256 0.166667
198255 198256 0.166667
49336 198256 0.166667
104369 198320 0.500000
145548 198320 0.500000
102480 198775 0.500000
140757 198775 0.500000
41409 198778 0.125000
196761 198778 0.125000
191159 198778 0.125000
191160 198778 0.125000
191161 198778 0.125000
191162 198778 0.125000
191163 198778 0.125000
191164 198778 0.125000
84321 198791 0.125000
56420 198791 0.125000
107788 198791 0.125000
132941 198791 0.125000
112463 198791 0.125000
78415 198791 0.125000
171478 198791 0.125000
136319 198791 0.125000
172736 198987 0.200000
194607 198987 0.200000
57619 198987 0.200000
192412 198987 0.200000
172735 198987 0.200000
142594 199078 0.500000
45683 199078 0.500000
20387 199293 1.000000
113093 199495 0.500000
141749 199495 0.500000
185232 199667 0.250000
185233 199667 0.250000
193826 199667 0.250000
193827 199667 0.250000
193826 199668 0.200000
193827 199668 0.200000
185232 199668 0.200000
185233 199668 0.200000
199667 199668 0.200000
137816 199672 0.333333
108705 199672 0.333333
198235 199672 0.333333
93921 199810 0.200000
76070 199810 0.200000
58548 199810 0.200000
132440 199810 0.200000
127643 199810 0.200000
93921 199851 0.166667
199810 199851 0.166667
76070 199851 0.166667
58548 199851 0.166667
132440 199851 0.166667
127643 199851 0.166667
56384 199857 0.500000
4342 199857 0.500000
187291 199914 0.200000
187288 199914 0.200000
187289 199914 0.200000
187290 199914 0.200000
29115 199914 0.200000
187291 199915 0.166667
199914 199915 0.166667
187288 199915 0.166667
187289 199915 0.166667
187290 199915 0.166667
29115 199915 0.166667
79651 199961 0.200000
4072 199961 0.200000
22040 199961 0.200000
142202 199961 0.200000
130139 199961 0.200000
190928 200215 0.250000
189393 200215 0.250000
189394 200215 0.250000
90343 200215 0.250000
186611 200438 0.250000
186612 200438 0.250000
26006 200438 0.250000
197859 200438 0.250000
172736 200823 0.166667
198987 200823 0.166667
194607 200823 0.166667
57619 200823 0.166667
192412 200823 0.166667
172735 200823 0.166667
41409 201147 0.111111
196761 201147 0.111111
198778 201147 0.111111
191159 201147 0.111111
191160 201147 0.111111
191161 201147 0.111111
191162 201147 0.111111
191163 201147 0.111111
191164 201147 0.111111
187291 201438 0.142857
199914 201438 0.142857
199915 201438 0.142857
187288 201438 0.142857
187289 201438 0.142857
187290 201438 0.142857
29115 201438 0.142857
136113 201536 1.000000
95008 202071 0.200000
54232 202071 0.200000
88989 202071 0.200000
65720 202071 0.200000
130303 202071 0.200000
136729 202079 0.500000
68031 202079 0.500000
196442 202163 0.500000
76125 202163 0.500000
197530 202421 0.500000
42157 202421 0.500000
97947 202723 0.333333
184149 202723 0.333333
154579 202723 0.333333
62896 202797 0.250000
154179 202797 0.250000
163293 202797 0.250000
185115 202797 0.250000
154179 202905 0.200000
202797 202905 0.200000
62896 202905 0.200000
185115 202905 0.200000
163293 202905 0.200000
166881 202938 0.333333
144340 202938 0.333333
192566 202938 0.333333
139350 203333 1.000000
74221 203830 0.500000
7663 203830 0.500000
183685 203837 0.200000
38700 203837 0.200000
165329 203837 0.200000
128403 203837 0.200000
92541 203837 0.200000
171709 203971 0.500000
50279 203971 0.500000
69497 204018 0.500000
63949 204018 0.500000
130993 204074 0.250000
58819 204074 0.250000
67437 204074 0.250000
133654 204074 0.250000
191296 204235 0.500000
191297 204235 0.500000
153436 204284 0.200000
155944 204284 0.200000
158236 204284 0.200000
121821 204284 0.200000
152095 204284 0.200000
190289 204360 0.250000
168921 204360 0.250000
168922 204360 0.250000
181066 204360 0.250000
204360 204361 0.200000
181066 204361 0.200000
190289 204361 0.200000
168921 204361 0.200000
168922 204361 0.200000
204360 204362 0.166667
204361 204362 0.166667
181066 204362 0.166667
190289 204362 0.166667
168921 204362 0.166667
168922 204362 0.166667
129377 204391 0.333333
165453 204391 0.333333
137773 204391 0.333333
76552 204514 0.142857
184011 204514 0.142857
72108 204514 0.142857
79280 204514 0.142857
16694 204514 0.142857
99707 204514 0.142857
82143 204514 0.142857
204514 204515 0.125000
76552 204515 0.125000
184011 204515 0.125000
72108 204515 0.125000
79280 204515 0.125000
16694 204515 0.125000
99707 204515 0.125000
82143 204515 0.125000
204514 204517 0.111111
204515 204517 0.111111
76552 204517 0.111111
184011 204517 0.111111
72108 204517 0.111111
79280 204517 0.111111
16694 204517 0.111111
99707 204517 0.111111
82143 204517 0.111111
204514 204520 0.100000
204515 204520 0.100000
204517 204520 0.100000
76552 204520 0.100000
184011 204520 0.100000
72108 204520 0.100000
79280 204520 0.100000
16694 204520 0.100000
99707 204520 0.100000
82143 204520 0.100000
204514 204522 0.090909
204515 204522 0.090909
204517 204522 0.090909
76552 204522 0.090909
204520 204522 0.090909
184011 204522 0.090909
72108 204522 0.090909
79280 204522 0.090909
16694 204522 0.090909
99707 204522 0.090909
82143 204522 0.090909
76552 204780 0.052632
88334 204780 0.052632
72108 204780 0.052632
79280 204780 0.052632
16694 204780 0.052632
97610 204780 0.052632
184011 204780 0.052632
102480 204780 0.052632
42834 204780 0.052632
21844 204780 0.052632
140757 204780 0.052632
82143 204780 0.052632
204514 204780 0.052632
204515 204780 0.052632
204517 204780 0.052632
204520 204780 0.052632
204522 204780 0.052632
153845 204780 0.052632
99707 204780 0.052632
67056 204900 0.333333
175983 204900 0.333333
165247 204900 0.333333
67056 204901 0.250000
175983 204901 0.250000
204900 204901 0.250000
165247 204901 0.250000
85887 205023 1.000000
90859 205392 0.250000
74804 205392 0.250000
170798 205392 0.250000
170327 205392 0.250000
10140 205430 1.000000
52067 205597 0.200000
52069 205597 0.200000
169581 205597 0.200000
172018 205597 0.200000
112280 205597 0.200000
52067 205598 0.166667
52069 205598 0.166667
169581 205598 0.166667
172018 205598 0.166667
112280 205598 0.166667
205597 205598 0.166667
52067 205599 0.142857
52069 205599 0.142857
169581 205599 0.142857
172018 205599 0.142857
112280 205599 0.142857
205597 205599 0.142857
205598 205599 0.142857
150050 205627 1.000000
69419 205670 0.250000
92621 205670 0.250000
142238 205670 0.250000
61247 205670 0.250000
77950 205792 1.000000
140336 205804 1.000000
66224 205849 0.500000
76407 205849 0.500000
120577 206445 0.250000
11738 206445 0.250000
129093 206445 0.250000
11303 206445 0.250000
120577 206446 0.200000
129093 206446 0.200000
11303 206446 0.200000
206445 206446 0.200000
11738 206446 0.200000
42648 206802 0.500000
58948 206802 0.500000
42648 206803 0.333333
206802 206803 0.333333
58948 206803 0.333333
42648 206804 0.250000
206802 206804 0.250000
206803 206804 0.250000
58948 206804 0.250000
58948 206805 0.200000
206802 206805 0.200000
206803 206805 0.200000
206804 206805 0.200000
42648 206805 0.200000
58948 206806 0.166667
206802 206806 0.166667
206803 206806 0.166667
206804 206806 0.166667
206805 206806 0.166667
42648 206806 0.166667
91815 206914 0.200000
47149 206914 0.200000
100922 206914 0.200000
65660 206914 0.200000
88958 206914 0.200000
129405 207072 0.333333
34165 207072 0.333333
62743 207072 0.333333
129405 207073 0.250000
207072 207073 0.250000
34165 207073 0.250000
62743 207073 0.250000
29824 207157 0.333333
98028 207157 0.333333
86712 207157 0.333333
59945 207271 0.500000
168110 207271 0.500000
145576 207420 0.333333
118092 207420 0.333333
191260 207420 0.333333
98168 207446 0.333333
24468 207446 0.333333
129615 207446 0.333333
126523 207535 0.333333
107788 207535 0.333333
167269 207535 0.333333
126523 207536 0.250000
107788 207536 0.250000
167269 207536 0.250000
207535 207536 0.250000
171386 207584 0.250000
45683 207584 0.250000
50165 207584 0.250000
48006 207584 0.250000
142594 207658 0.333333
45683 207658 0.333333
199078 207658 0.333333
107099 207667 0.333333
51203 207667 0.333333
55767 207667 0.333333
205392 207811 0.250000
74804 207811 0.250000
170798 207811 0.250000
170327 207811 0.250000
98359 207821 1.000000
53195 207885 0.500000
53196 207885 0.500000
175178 208001 1.000000
208001 208002 0.500000
175178 208002 0.500000
208001 208003 0.333333
175178 208003 0.333333
208002 208003 0.333333
136502 208023 0.250000
76922 208023 0.250000
12277 208023 0.250000
73902 208023 0.250000
73902 208024 0.200000
12277 208024 0.200000
136502 208024 0.200000
208023 208024 0.200000
76922 208024 0.200000
73902 208025 0.166667
12277 208025 0.166667
136502 208025 0.166667
208023 208025 0.166667
208024 208025 0.166667
76922 208025 0.166667
128170 208294 0.500000
131987 208294 0.500000
44735 208357 1.000000
208001 208473 0.250000
175178 208473 0.250000
208003 208473 0.250000
208002 208473 0.250000
208001 208474 0.200000
208002 208474 0.200000
208003 208474 0.200000
175178 208474 0.200000
208473 208474 0.200000
208001 208475 0.166667
208002 208475 0.166667
208003 208475 0.166667
175178 208475 0.166667
208473 208475 0.166667
208474 208475 0.166667
192027 208491 1.000000
29824 208706 0.333333
25689 208706 0.333333
86712 208706 0.333333
38842 208782 0.500000
55439 208782 0.500000
183685 208787 0.166667
38700 208787 0.166667
165329 208787 0.166667
128403 208787 0.166667
203837 208787 0.166667
92541 208787 0.166667
164697 208837 0.500000
97666 208837 0.500000
113298 209005 1.000000
62696 209065 0.500000
191929 209065 0.500000
149687 209120 1.000000
165336 209527 1.000000
184586 209761 0.500000
184587 209761 0.500000
193695 209927 0.250000
29562 209927 0.250000
129333 209927 0.250000
27911 209927 0.250000
86969 210015 0.500000
90767 210015 0.500000
175889 210290 0.333333
89117 210290 0.333333
6071 210290 0.333333
90856 210344 0.500000
93841 210344 0.500000
196410 210384 0.500000
92307 210384 0.500000
210384 210385 0.333333
196410 210385 0.333333
92307 210385 0.333333
210384 210386 0.250000
210385 210386 0.250000
196410 210386 0.250000
92307 210386 0.250000
210384 210387 0.200000
210385 210387 0.200000
210386 210387 0.200000
92307 210387 0.200000
196410 210387 0.200000
51136 210675 0.090909
100067 210675 0.090909
34916 210675 0.090909
25573 210675 0.090909
101605 210675 0.090909
76744 210675 0.090909
177995 210675 0.090909
12110 210675 0.090909
83026 210675 0.090909
141750 210675 0.090909
33403 210675 0.090909
135992 210695 0.500000
167804 210695 0.500000
204514 211091 0.076923
204515 211091 0.076923
204517 211091 0.076923
76552 211091 0.076923
204520 211091 0.076923
204522 211091 0.076923
184011 211091 0.076923
72108 211091 0.076923
204780 211091 0.076923
79280 211091 0.076923
16694 211091 0.076923
99707 211091 0.076923
82143 211091 0.076923
129377 211224 0.250000
165453 211224 0.250000
137773 211224 0.250000
204391 211224 0.250000
129377 211225 0.200000
204391 211225 0.200000
165453 211225 0.200000
137773 211225 0.200000
211224 211225 0.200000
129377 211226 0.166667
204391 211226 0.166667
165453 211226 0.166667
137773 211226 0.166667
211224 211226 0.166667
211225 211226 0.166667
129377 211227 0.142857
204391 211227 0.142857
165453 211227 0.142857
