548526 13474
48053 233859 0.200000
199263 233859 0.200000
172194 233864 0.250000
49098 233864 0.250000
175797 233864 0.250000
82214 233864 0.250000
161796 233927 1.000000
37316 234014 0.166667
47014 234014 0.166667
123563 234014 0.166667
76302 234014 0.166667
154417 234014 0.166667
20761 234014 0.166667
76608 234035 0.500000
130722 234035 0.500000
157089 234224 0.200000
226561 234224 0.200000
230643 234224 0.200000
4406 234224 0.200000
178108 234224 0.200000
180712 234292 1.000000
108584 234546 0.250000
226299 234546 0.250000
215664 234546 0.250000
68149 234546 0.250000
110252 234598 0.333333
68613 234598 0.333333
201405 234598 0.333333
90017 234757 0.250000
164035 234757 0.250000
221076 234757 0.250000
209103 234757 0.250000
138913 234937 0.500000
100918 234937 0.500000
121673 234939 0.333333
57001 234939 0.333333
165419 234939 0.333333
35242 235463 0.250000
7651 235463 0.250000
62164 235463 0.250000
112685 235463 0.250000
199841 235471 0.333333
87694 235471 0.333333
213022 235471 0.333333
210464 235705 1.000000
166536 235822 1.000000
7651 235864 0.500000
112685 235864 0.500000
181460 235924 1.000000
7563 235945 0.250000
168662 235945 0.250000
33741 235945 0.250000
107678 235945 0.250000
136590 236022 1.000000
24632 236045 0.333333
156987 236045 0.333333
82995 236045 0.333333
4068 236357 0.142857
85992 236357 0.142857
211337 236357 0.142857
11498 236357 0.142857
73615 236357 0.142857
193615 236357 0.142857
118909 236357 0.142857
9869 236382 1.000000
14372 236879 1.000000
92800 236925 0.500000
36793 236925 0.500000
205568 237027 0.200000
19043 237027 0.200000
192709 237027 0.200000
169293 237027 0.200000
203701 237027 0.200000
177374 237754 1.000000
91627 237771 0.200000
6290 237771 0.200000
16051 237771 0.200000
223416 237771 0.200000
186585 237771 0.200000
186915 237812 0.500000
134925 237812 0.500000
200577 237846 0.200000
53698 237846 0.200000
220425 237846 0.200000
95736 237846 0.200000
33116 237846 0.200000
3456 238357 0.166667
221669 238357 0.166667
9030 238357 0.166667
77482 238357 0.166667
178222 238357 0.166667
223614 238357 0.166667
209104 238365 0.250000
208921 238365 0.250000
213385 238365 0.250000
162845 238365 0.250000
179116 238654 0.250000
35242 238654 0.250000
7651 238654 0.250000
34204 238654 0.250000
91655 238708 1.000000
73233 238783 0.333333
11773 238783 0.333333
48550 238783 0.333333
93424 238808 0.500000
33850 238808 0.500000
8720 239132 0.500000
47521 239132 0.500000
149495 239249 1.000000
182478 239320 1.000000
94931 239461 0.250000
19148 239461 0.250000
10902 239461 0.250000
46703 239461 0.250000
135302 239656 0.166667
166536 239656 0.166667
183883 239656 0.166667
235822 239656 0.166667
84026 239656 0.166667
72095 239656 0.166667
161796 239679 1.000000
105993 239954 1.000000
239451 240095 1.000000
226158 240113 0.500000
152903 240113 0.500000
233672 240238 0.142857
52427 240238 0.142857
36205 240238 0.142857
91182 240238 0.142857
62450 240238 0.142857
211039 240238 0.142857
83103 240238 0.142857
53841 240480 0.333333
30562 240480 0.333333
157258 240480 0.333333
211337 240860 0.333333
4068 240860 0.333333
118909 240860 0.333333
154368 240949 0.500000
4891 240949 0.500000
77482 241282 0.500000
238357 241282 0.500000
21193 241574 0.250000
18946 241574 0.250000
151531 241574 0.250000
133887 241574 0.250000
11065 241646 0.250000
216739 241646 0.250000
168287 241646 0.250000
31591 241646 0.250000
53541 241677 0.250000
90508 241677 0.250000
47917 241677 0.250000
136916 241677 0.250000
64131 241848 0.333333
46196 241848 0.333333
196726 241848 0.333333
227251 241853 0.500000
194926 241853 0.500000
145667 241881 0.090909
145796 241881 0.090909
170852 241881 0.090909
96570 241881 0.090909
220940 241881 0.090909
95025 241881 0.090909
190037 241881 0.090909
144759 241881 0.090909
120216 241881 0.090909
51130 241881 0.090909
173982 241881 0.090909
184803 242068 0.200000
10539 242068 0.200000
172940 242068 0.200000
212245 242068 0.200000
193534 242068 0.200000
11153 242112 0.333333
130418 242112 0.333333
134358 242112 0.333333
130396 242229 0.333333
162294 242229 0.333333
132836 242229 0.333333
168662 242550 0.500000
52199 242550 0.500000
108584 242551 0.250000
234546 242551 0.250000
215664 242551 0.250000
38942 242551 0.250000
42714 242628 0.500000
216202 242628 0.500000
103400 242686 1.000000
42176 243284 0.166667
93547 243284 0.166667
108203 243284 0.166667
36240 243284 0.166667
181169 243284 0.166667
150741 243284 0.166667
205669 243289 0.166667
25094 243289 0.166667
117848 243289 0.166667
80153 243289 0.166667
30012 243289 0.166667
233405 243289 0.166667
129913 243402 0.333333
54269 243402 0.333333
21599 243402 0.333333
227747 243469 0.333333
138428 243469 0.333333
73054 243469 0.333333
124 243477 1.000000
78205 243898 0.500000
599 243898 0.500000
55464 243937 0.333333
18761 243937 0.333333
188145 243937 0.333333
74720 243994 0.200000
222688 243994 0.200000
2246 243994 0.200000
162314 243994 0.200000
40924 243994 0.200000
162112 244262 0.125000
118433 244262 0.125000
186915 244262 0.125000
91944 244262 0.125000
134925 244262 0.125000
173427 244262 0.125000
237812 244262 0.125000
121174 244262 0.125000
129923 244471 0.200000
213860 244471 0.200000
105230 244471 0.200000
89139 244471 0.200000
200053 244471 0.200000
139407 244679 1.000000
49952 244765 0.500000
199121 244765 0.500000
237027 245317 0.333333
192709 245317 0.333333
203701 245317 0.333333
241881 245861 1.000000
190820 245977 0.111111
23529 245977 0.111111
139178 245977 0.111111
65611 245977 0.111111
164015 245977 0.111111
189107 245977 0.111111
80308 245977 0.111111
121302 245977 0.111111
112477 245977 0.111111
55464 246045 1.000000
126433 246060 0.200000
126441 246060 0.200000
114378 246060 0.200000
132756 246060 0.200000
132763 246060 0.200000
221215 246114 1.000000
15661 246362 1.000000
12904 246373 0.333333
161796 246373 0.333333
18493 246373 0.333333
159503 246476 0.333333
174631 246476 0.333333
91623 246476 0.333333
24448 246595 0.200000
228430 246595 0.200000
162613 246595 0.200000
124599 246595 0.200000
91196 246595 0.200000
95834 246655 1.000000
196822 246692 1.000000
172515 246707 0.166667
224878 246707 0.166667
152623 246707 0.166667
51511 246707 0.166667
75966 246707 0.166667
156415 246707 0.166667
103400 246761 1.000000
226912 246768 0.142857
65985 246768 0.142857
3120 246768 0.142857
14992 246768 0.142857
203600 246768 0.142857
150038 246768 0.142857
149432 246768 0.142857
192743 246879 0.500000
32015 246879 0.500000
190422 246920 1.000000
222181 247051 0.250000
184803 247051 0.250000
212245 247051 0.250000
193534 247051 0.250000
74552 247058 0.333333
127568 247058 0.333333
74550 247058 0.333333
74552 247059 0.250000
247058 247059 0.250000
127568 247059 0.250000
74550 247059 0.250000
873 247194 0.250000
144252 247194 0.250000
230601 247194 0.250000
183871 247194 0.250000
222584 247467 0.500000
203633 247467 0.500000
22787 247478 0.500000
126115 247478 0.500000
49952 247554 0.250000
199121 247554 0.250000
244765 247554 0.250000
150470 247554 0.250000
103808 247631 0.333333
175208 247631 0.333333
222832 247631 0.333333
175208 247703 0.500000
222832 247703 0.500000
231445 247967 0.333333
34869 247967 0.333333
228303 247967 0.333333
35115 248070 0.333333
229019 248070 0.333333
76213 248070 0.333333
246476 248173 0.333333
174631 248173 0.333333
159503 248173 0.333333
43658 248185 0.333333
200956 248185 0.333333
220277 248185 0.333333
97219 248191 0.500000
67111 248191 0.500000
12904 248522 0.250000
161796 248522 0.250000
18493 248522 0.250000
78479 248522 0.250000
181154 248609 0.500000
202731 248609 0.500000
84915 248775 0.500000
184555 248775 0.500000
215778 248812 0.166667
207524 248812 0.166667
66520 248812 0.166667
228892 248812 0.166667
41885 248812 0.166667
107582 248812 0.166667
213603 249025 0.200000
213604 249025 0.200000
213613 249025 0.200000
213615 249025 0.200000
213617 249025 0.200000
182616 249104 1.000000
62080 249270 0.500000
163046 249270 0.500000
14372 249279 0.166667
53416 249279 0.166667
91784 249279 0.166667
129389 249279 0.166667
57683 249279 0.166667
176731 249279 0.166667
152314 249463 0.250000
135652 249463 0.250000
220229 249463 0.250000
172487 249463 0.250000
225811 249514 0.250000
95539 249514 0.250000
51187 249514 0.250000
31348 249514 0.250000
41377 249760 0.125000
80392 249760 0.125000
169353 249760 0.125000
53293 249760 0.125000
159053 249760 0.125000
153075 249760 0.125000
76728 249760 0.125000
135867 249760 0.125000
170619 249819 0.500000
122814 249819 0.500000
202203 249831 0.333333
57166 249831 0.333333
186535 249831 0.333333
214829 250005 0.200000
153838 250005 0.200000
64751 250005 0.200000
10546 250005 0.200000
225654 250005 0.200000
178472 250186 0.333333
60469 250186 0.333333
225413 250186 0.333333
49737 250399 0.500000
3085 250399 0.500000
183356 250924 1.000000
5457 251108 0.333333
15489 251108 0.333333
31953 251108 0.333333
245861 251270 0.166667
22383 251270 0.166667
120216 251270 0.166667
241881 251270 0.166667
51130 251270 0.166667
173982 251270 0.166667
11426 251309 0.500000
31935 251309 0.500000
172464 251731 0.333333
33741 251731 0.333333
168662 251731 0.333333
153577 251763 0.250000
7916 251763 0.250000
88597 251763 0.250000
158497 251763 0.250000
246707 251888 0.500000
152623 251888 0.500000
12608 252074 0.200000
107111 252074 0.200000
33227 252074 0.200000
82610 252074 0.200000
157724 252074 0.200000
252074 252075 0.333333
33227 252075 0.333333
107111 252075 0.333333
207857 252416 0.500000
136950 252416 0.500000
109859 252501 0.200000
243402 252501 0.200000
129913 252501 0.200000
54269 252501 0.200000
21599 252501 0.200000
14698 252559 0.333333
227652 252559 0.333333
120990 252559 0.333333
127568 252788 0.200000
179921 252788 0.200000
179922 252788 0.200000
247058 252788 0.200000
96158 252788 0.200000
149495 252800 1.000000
95736 252872 0.250000
220425 252872 0.250000
53698 252872 0.250000
237846 252872 0.250000
201570 252984 0.200000
201574 252984 0.200000
215112 252984 0.200000
161938 252984 0.200000
216724 252984 0.200000
214829 253000 0.333333
250005 253000 0.333333
64751 253000 0.333333
60709 253298 0.142857
191527 253298 0.142857
121609 253298 0.142857
119948 253298 0.142857
216044 253298 0.142857
77776 253298 0.142857
201338 253298 0.142857
193203 253308 0.500000
228571 253308 0.500000
215778 253624 0.333333
207524 253624 0.333333
248812 253624 0.333333
61337 253676 1.000000
73233 253868 0.250000
213093 253868 0.250000
48550 253868 0.250000
238783 253868 0.250000
203633 253870 0.500000
22085 253870 0.500000
149495 254100 0.500000
75287 254100 0.500000
2683 254184 0.500000
112014 254184 0.500000
205319 254263 0.200000
86910 254263 0.200000
121270 254263 0.200000
182430 254263 0.200000
193790 254263 0.200000
182616 254448 0.250000
249104 254448 0.250000
63076 254448 0.250000
67221 254448 0.250000
184803 254528 0.333333
172940 254528 0.333333
193534 254528 0.333333
82034 254624 1.000000
185056 255103 0.071429
4068 255103 0.071429
236357 255103 0.071429
85992 255103 0.071429
211337 255103 0.071429
232136 255103 0.071429
168526 255103 0.071429
73615 255103 0.071429
160049 255103 0.071429
139410 255103 0.071429
240860 255103 0.071429
94324 255103 0.071429
168572 255103 0.071429
118909 255103 0.071429
143608 255303 0.250000
98588 255303 0.250000
193654 255303 0.250000
118943 255303 0.250000
144255 255355 0.333333
873 255355 0.333333
74023 255355 0.333333
163200 255399 0.333333
129164 255399 0.333333
30012 255399 0.333333
87694 255529 0.500000
213022 255529 0.500000
84217 255722 0.250000
47498 255722 0.250000
185150 255722 0.250000
214023 255722 0.250000
143608 255775 0.500000
13732 255775 0.500000
230977 255781 0.333333
95788 255781 0.333333
70863 255781 0.333333
205568 255918 0.125000
19043 255918 0.125000
237027 255918 0.125000
192709 255918 0.125000
245317 255918 0.125000
229736 255918 0.125000
169293 255918 0.125000
203701 255918 0.125000
157587 256350 0.500000
110854 256350 0.500000
121596 256479 0.100000
81957 256479 0.100000
28905 256479 0.100000
215497 256479 0.100000
187952 256479 0.100000
94166 256479 0.100000
78488 256479 0.100000
6170 256479 0.100000
32892 256479 0.100000
113150 256479 0.100000
77482 256627 0.500000
238357 256627 0.500000
37761 256722 0.200000
75175 256722 0.200000
32015 256722 0.200000
96760 256722 0.200000
46300 256722 0.200000
130396 256928 0.500000
46382 256928 0.500000
185449 257265 0.333333
223755 257265 0.333333
60351 257265 0.333333
41073 257317 0.333333
154604 257317 0.333333
155103 257317 0.333333
39537 257397 0.250000
39540 257397 0.250000
151750 257397 0.250000
151751 257397 0.250000
233468 257621 0.500000
160798 257621 0.500000
14372 257745 1.000000
246920 257956 0.500000
190422 257956 0.500000
162804 258040 1.000000
76984 258139 1.000000
65243 258162 1.000000
113905 258181 0.250000
205459 258181 0.250000
188421 258181 0.250000
210414 258181 0.250000
233672 258449 0.111111
157901 258449 0.111111
91182 258449 0.111111
240238 258449 0.111111
172464 258449 0.111111
62450 258449 0.111111
168662 258449 0.111111
128125 258449 0.111111
211039 258449 0.111111
105993 258569 1.000000
171553 258658 0.333333
223767 258658 0.333333
134247 258658 0.333333
128608 258812 0.125000
196488 258812 0.125000
175090 258812 0.125000
250941 258812 0.125000
159862 258812 0.125000
127991 258812 0.125000
59577 258812 0.125000
65021 258812 0.125000
221577 258922 1.000000
144982 258968 0.500000
66791 258968 0.500000
233864 258976 0.500000
175797 258976 0.500000
2641 259116 0.333333
115070 259116 0.333333
127711 259116 0.333333
242112 259203 0.111111
49254 259203 0.111111
97257 259203 0.111111
190224 259203 0.111111
11153 259203 0.111111
130418 259203 0.111111
69843 259203 0.111111
134358 259203 0.111111
183837 259203 0.111111
109891 259228 0.333333
86908 259228 0.333333
182359 259228 0.333333
225226 259746 0.500000
14245 259746 0.500000
232842 259903 0.500000
197035 259903 0.500000
134064 259921 0.333333
192759 259921 0.333333
70863 259921 0.333333
68704 260488 0.166667
74720 260488 0.166667
222688 260488 0.166667
199476 260488 0.166667
243994 260488 0.166667
40924 260488 0.166667
36169 260559 0.250000
221585 260559 0.250000
48825 260559 0.250000
188821 260559 0.250000
182116 260596 0.500000
159868 260596 0.500000
160536 260630 0.500000
79671 260630 0.500000
246279 260643 0.250000
18493 260643 0.250000
182190 260643 0.250000
239679 260643 0.250000
42888 260685 0.333333
217362 260685 0.333333
58675 260685 0.333333
84256 260745 0.200000
144738 260745 0.200000
194926 260745 0.200000
59313 260745 0.200000
36628 260745 0.200000
230601 260920 0.333333
206643 260920 0.333333
74023 260920 0.333333
41073 260946 0.250000
154604 260946 0.250000
257317 260946 0.250000
155103 260946 0.250000
76984 261014 0.500000
73 261014 0.500000
76984 261046 0.333333
73 261046 0.333333
261014 261046 0.333333
44801 261066 0.142857
4068 261066 0.142857
168526 261066 0.142857
139410 261066 0.142857
240860 261066 0.142857
118909 261066 0.142857
255103 261066 0.142857
154384 261266 0.500000
129710 261266 0.500000
106336 261287 0.500000
168662 261287 0.500000
139407 261397 0.333333
68284 261397 0.333333
2223 261397 0.333333
168720 261558 0.250000
229510 261558 0.250000
168715 261558 0.250000
193790 261558 0.250000
1640 261662 0.500000
1637 261662 0.500000
55047 261682 1.000000
97264 261804 1.000000
199841 261886 0.200000
255529 261886 0.200000
87694 261886 0.200000
235471 261886 0.200000
213022 261886 0.200000
172515 261897 0.333333
246707 261897 0.333333
152623 261897 0.333333
136177 262450 0.333333
237754 262450 0.333333
136179 262450 0.333333
179969 262611 0.200000
34883 262611 0.200000
92489 262611 0.200000
175887 262611 0.200000
139890 262611 0.200000
42080 262665 0.200000
165125 262665 0.200000
46728 262665 0.200000
155864 262665 0.200000
205662 262665 0.200000
119246 262820 0.166667
2770 262820 0.166667
20182 262820 0.166667
20183 262820 0.166667
20185 262820 0.166667
20186 262820 0.166667
90205 262847 1.000000
179179 262922 0.333333
100084 262922 0.333333
185150 262922 0.333333
103232 263035 0.166667
64291 263035 0.166667
127819 263035 0.166667
230284 263035 0.166667
196245 263035 0.166667
42712 263035 0.166667
263151 263163 1.000000
263163 263164 0.500000
263151 263164 0.500000
263163 263165 0.333333
263164 263165 0.333333
263151 263165 0.333333
263163 263166 0.333333
263164 263166 0.333333
263165 263166 0.333333
175809 263169 0.250000
121475 263169 0.250000
121006 263169 0.250000
168431 263169 0.250000
20561 263372 0.250000
227652 263372 0.250000
32781 263372 0.250000
252559 263372 0.250000
50066 264346 1.000000
153577 264382 1.000000
114690 264496 0.142857
83941 264496 0.142857
110279 264496 0.142857
168111 264496 0.142857
200054 264496 0.142857
29307 264496 0.142857
114687 264496 0.142857
199674 264636 0.500000
164236 264636 0.500000
33138 264650 0.333333
107110 264650 0.333333
86967 264650 0.333333
68284 264686 0.500000
2223 264686 0.500000
7563 264806 0.200000
33741 264806 0.200000
172464 264806 0.200000
62450 264806 0.200000
168662 264806 0.200000
99505 264885 1.000000
170001 265216 0.333333
231450 265216 0.333333
51830 265216 0.333333
161796 265479 1.000000
414 265606 0.500000
31823 265606 0.500000
175208 265673 0.333333
177684 265673 0.333333
102198 265673 0.333333
103400 265863 0.200000
201586 265863 0.200000
14906 265863 0.200000
216381 265863 0.200000
242686 265863 0.200000
236022 266172 0.500000
136590 266172 0.500000
223802 266177 0.500000
10894 266177 0.500000
214829 266209 0.333333
250005 266209 0.333333
64751 266209 0.333333
158497 266291 0.111111
200838 266291 0.111111
153577 266291 0.111111
7916 266291 0.111111
226320 266291 0.111111
88597 266291 0.111111
86421 266291 0.111111
153687 266291 0.111111
264382 266291 0.111111
215664 266425 0.500000
234546 266425 0.500000
77589 266452 0.500000
108247 266452 0.500000
20353 266542 0.500000
130580 266542 0.500000
68659 266583 0.333333
50459 266583 0.333333
170107 266583 0.333333
100920 266632 0.500000
170945 266632 0.500000
92800 266796 0.500000
36793 266796 0.500000
89139 266813 0.500000
200053 266813 0.500000
149495 266891 1.000000
49243 267328 0.333333
49268 267328 0.333333
4389 267328 0.333333
108584 267735 0.250000
215664 267735 0.250000
68149 267735 0.250000
38942 267735 0.250000
20353 267803 0.142857
164738 267803 0.142857
147273 267803 0.142857
266542 267803 0.142857
130580 267803 0.142857
184854 267803 0.142857
19006 267803 0.142857
62080 267959 0.500000
163046 267959 0.500000
120942 267988 0.500000
213167 267988 0.500000
4998 268035 0.200000
78957 268035 0.200000
6165 268035 0.200000
49151 268035 0.200000
114303 268035 0.200000
118346 268565 1.000000
97128 268915 0.250000
97129 268915 0.250000
97202 268915 0.250000
16111 268915 0.250000
162314 268943 0.333333
40924 268943 0.333333
147766 268943 0.333333
170619 269061 0.500000
249819 269061 0.500000
12147 269070 0.500000
73388 269070 0.500000
199121 269072 0.333333
247554 269072 0.333333
150470 269072 0.333333
76728 269124 0.500000
70108 269124 0.500000
42977 269236 0.142857
85486 269236 0.142857
216431 269236 0.142857
107856 269236 0.142857
58742 269236 0.142857
54168 269236 0.142857
73243 269236 0.142857
264496 269382 1.000000
99122 269398 0.500000
10894 269398 0.500000
84256 269403 0.250000
260745 269403 0.250000
36628 269403 0.250000
194926 269403 0.250000
138913 269429 0.500000
234937 269429 0.500000
38504 269696 0.250000
163914 269696 0.250000
65004 269696 0.250000
189007 269696 0.250000
222386 269750 1.000000
15489 270273 0.166667
27651 270273 0.166667
251108 270273 0.166667
5457 270273 0.166667
60667 270273 0.166667
203359 270273 0.166667
246595 270332 0.500000
162613 270332 0.500000
231529 270508 1.000000
126433 270524 0.200000
114378 270524 0.200000
114379 270524 0.200000
246060 270524 0.200000
132756 270524 0.200000
235471 270591 0.250000
261886 270591 0.250000
87694 270591 0.250000
213022 270591 0.250000
221215 270592 1.000000
235705 271023 1.000000
123304 271402 0.250000
112428 271402 0.250000
10149 271402 0.250000
56711 271402 0.250000
175809 271753 0.250000
121475 271753 0.250000
263169 271753 0.250000
168431 271753 0.250000
121944 271884 0.250000
8183 271884 0.250000
18668 271884 0.250000
2991 271884 0.250000
203633 271928 0.250000
155770 271928 0.250000
247467 271928 0.250000
67454 271928 0.250000
64131 272582 0.333333
46196 272582 0.333333
196726 272582 0.333333
174631 272669 0.200000
91623 272669 0.200000
246476 272669 0.200000
248173 272669 0.200000
159503 272669 0.200000
79348 272830 0.500000
75183 272830 0.500000
229019 272841 1.000000
103232 272971 1.000000
105993 272973 0.250000
239954 272973 0.250000
201582 272973 0.250000
94879 272973 0.250000
101008 272997 0.250000
222340 272997 0.250000
88924 272997 0.250000
60549 272997 0.250000
6170 273064 0.333333
121596 273064 0.333333
256479 273064 0.333333
137880 273113 0.250000
248609 273113 0.250000
181154 273113 0.250000
202731 273113 0.250000
215778 273314 0.125000
207524 273314 0.125000
248812 273314 0.125000
253624 273314 0.125000
66520 273314 0.125000
228892 273314 0.125000
41885 273314 0.125000
107582 273314 0.125000
84256 273321 0.200000
169867 273321 0.200000
110514 273321 0.200000
111861 273321 0.200000
95613 273321 0.200000
194256 273374 1.000000
119540 273430 1.000000
167695 273513 1.000000
136771 273547 0.200000
202702 273547 0.200000
34871 273547 0.200000
153115 273547 0.200000
241853 273547 0.200000
217970 273670 0.166667
225811 273670 0.166667
31348 273670 0.166667
216885 273670 0.166667
105238 273670 0.166667
19767 273670 0.166667
133069 273712 0.333333
11773 273712 0.333333
48550 273712 0.333333
192743 273801 1.000000
145537 273989 0.142857
146955 273989 0.142857
117486 273989 0.142857
27504 273989 0.142857
215061 273989 0.142857
176985 273989 0.142857
230462 273989 0.142857
77482 274265 0.333333
238357 274265 0.333333
178222 274265 0.333333
77482 274270 0.333333
238357 274270 0.333333
178222 274270 0.333333
254448 274294 0.500000
67221 274294 0.500000
59313 274542 0.500000
144738 274542 0.500000
270134 274716 1.000000
94085 274813 0.200000
152903 274813 0.200000
226158 274813 0.200000
240113 274813 0.200000
98742 274813 0.200000
30627 274918 0.200000
213292 274918 0.200000
124819 274918 0.200000
102999 274918 0.200000
231545 274918 0.200000
103400 274946 0.500000
265863 274946 0.500000
15076 275230 1.000000
183356 275371 1.000000
153965 275408 0.200000
186509 275408 0.200000
111985 275408 0.200000
38006 275408 0.200000
62586 275408 0.200000
209611 275487 0.166667
223755 275487 0.166667
134328 275487 0.166667
60351 275487 0.166667
193756 275487 0.166667
101983 275487 0.166667
62953 275541 0.500000
87721 275541 0.500000
161472 275950 0.125000
60709 275950 0.125000
191527 275950 0.125000
77776 275950 0.125000
253298 275950 0.125000
117427 275950 0.125000
201338 275950 0.125000
15615 275950 0.125000
32531 276029 1.000000
226912 276086 0.250000
246768 276086 0.250000
101939 276086 0.250000
9869 276086 0.250000
120216 276303 0.250000
96570 276303 0.250000
170852 276303 0.250000
144759 276303 0.250000
74720 276364 0.142857
222688 276364 0.142857
2246 276364 0.142857
162314 276364 0.142857
268943 276364 0.142857
147766 276364 0.142857
243994 276364 0.142857
210464 276501 0.500000
188388 276501 0.500000
49737 276688 0.333333
3085 276688 0.333333
250399 276688 0.333333
226912 276847 0.142857
65985 276847 0.142857
9869 276847 0.142857
3120 276847 0.142857
14992 276847 0.142857
203600 276847 0.142857
276086 276847 0.142857
215112 277248 0.250000
252984 277248 0.250000
216724 277248 0.250000
42687 277248 0.250000
234224 277277 0.500000
157089 277277 0.500000
181734 277405 0.166667
253870 277405 0.166667
203633 277405 0.166667
195156 277405 0.166667
67454 277405 0.166667
64287 277405 0.166667
88071 277636 0.200000
109100 277636 0.200000
67407 277636 0.200000
158577 277636 0.200000
88664 277636 0.200000
16051 277700 0.333333
237771 277700 0.333333
91627 277700 0.333333
53482 277890 1.000000
207962 277892 0.333333
84342 277892 0.333333
127711 277892 0.333333
216449 278141 0.142857
200549 278141 0.142857
32873 278141 0.142857
140298 278141 0.142857
32877 278141 0.142857
32879 278141 0.142857
32818 278141 0.142857
203633 278169 0.500000
277405 278169 0.500000
267988 278186 0.500000
213167 278186 0.500000
75000 278335 0.333333
156489 278335 0.333333
207684 278335 0.333333
132409 278358 0.500000
182338 278358 0.500000
17284 278920 0.200000
197797 278920 0.200000
220084 278920 0.200000
110523 278920 0.200000
93086 278920 0.200000
146062 279360 1.000000
49737 279372 0.333333
22627 279372 0.333333
265247 279372 0.333333
84915 279503 0.500000
184555 279503 0.500000
76984 279516 0.500000
42018 279516 0.500000
121596 279547 0.500000
256479 279547 0.500000
238708 279761 0.500000
91655 279761 0.500000
115952 279875 0.500000
41783 279875 0.500000
205568 280211 0.111111
19043 280211 0.111111
237027 280211 0.111111
192709 280211 0.111111
73765 280211 0.111111
245317 280211 0.111111
169293 280211 0.111111
255918 280211 0.111111
203701 280211 0.111111
97128 280334 0.250000
97129 280334 0.250000
16109 280334 0.250000
216065 280334 0.250000
279761 280410 0.500000
238708 280410 0.500000
156987 280502 0.500000
82995 280502 0.500000
10539 280526 0.250000
172940 280526 0.250000
212245 280526 0.250000
184803 280526 0.250000
138913 280767 0.250000
234937 280767 0.250000
269429 280767 0.250000
100918 280767 0.250000
12681 280772 0.200000
120595 280772 0.200000
26230 280772 0.200000
120631 280772 0.200000
112668 280772 0.200000
12681 280779 0.250000
120595 280779 0.250000
280772 280779 0.250000
120631 280779 0.250000
124119 281058 1.000000
215664 281259 0.333333
68149 281259 0.333333
38942 281259 0.333333
240238 281286 0.200000
91182 281286 0.200000
62450 281286 0.200000
128125 281286 0.200000
83103 281286 0.200000
201586 281478 1.000000
260630 281839 1.000000
84915 281920 1.000000
273712 281946 0.500000
133069 281946 0.500000
233468 281988 0.250000
164828 281988 0.250000
257621 281988 0.250000
160798 281988 0.250000
164230 282347 1.000000
78497 282665 0.200000
277892 282665 0.200000
84342 282665 0.200000
207962 282665 0.200000
127711 282665 0.200000
105089 282815 1.000000
49737 282923 1.000000
72733 282981 0.250000
97674 282981 0.250000
4005 282981 0.250000
44111 282981 0.250000
208899 282990 0.333333
161781 282990 0.333333
88567 282990 0.333333
167246 283003 0.333333
120294 283003 0.333333
75287 283003 0.333333
248609 283022 0.166667
181154 283022 0.166667
109648 283022 0.166667
137880 283022 0.166667
55674 283022 0.166667
155868 283022 0.166667
233864 283373 0.333333
172194 283373 0.333333
175797 283373 0.333333
132836 283630 0.500000
242229 283630 0.500000
279761 283793 0.333333
138501 283793 0.333333
91655 283793 0.333333
62212 283926 1.000000
273801 284090 1.000000
146955 284155 0.333333
273989 284155 0.333333
117486 284155 0.333333
274946 284295 0.142857
103400 284295 0.142857
246761 284295 0.142857
91252 284295 0.142857
21046 284295 0.142857
14906 284295 0.142857
242686 284295 0.142857
163200 284366 0.333333
30012 284366 0.333333
255399 284366 0.333333
103133 284423 0.333333
45101 284423 0.333333
101631 284423 0.333333
219957 284749 0.333333
169543 284749 0.333333
147735 284749 0.333333
220969 284774 0.500000
60549 284774 0.500000
273513 284791 0.333333
42868 284791 0.333333
167695 284791 0.333333
161336 284970 1.000000
202424 285022 0.250000
147833 285022 0.250000
75306 285022 0.250000
21397 285022 0.250000
248191 285067 1.000000
24448 285086 0.200000
119813 285086 0.200000
105548 285086 0.200000
116210 285086 0.200000
219315 285086 0.200000
179969 285265 0.125000
34883 285265 0.125000
92489 285265 0.125000
175887 285265 0.125000
139890 285265 0.125000
262611 285265 0.125000
55735 285265 0.125000
137114 285265 0.125000
185056 285438 0.166667
261066 285438 0.166667
61167 285438 0.166667
139410 285438 0.166667
168572 285438 0.166667
255103 285438 0.166667
154384 285631 0.250000
61337 285631 0.250000
261266 285631 0.250000
129710 285631 0.250000
158573 285723 1.000000
111008 285880 0.166667
143714 285880 0.166667
64808 285880 0.166667
134831 285880 0.166667
61938 285880 0.166667
185527 285880 0.166667
157587 286107 0.500000
110854 286107 0.500000
10149 286245 0.142857
56711 286245 0.142857
123304 286245 0.142857
271402 286245 0.142857
112428 286245 0.142857
70028 286245 0.142857
30877 286245 0.142857
139914 286297 0.500000
144982 286297 0.500000
155666 286311 0.333333
272830 286311 0.333333
75183 286311 0.333333
95788 286322 0.333333
91645 286322 0.333333
70863 286322 0.333333
118232 286350 0.500000
159229 286350 0.500000
8720 286824 0.500000
22915 286824 0.500000
32451 286893 0.250000
239461 286893 0.250000
94931 286893 0.250000
46703 286893 0.250000
172923 287140 1.000000
205060 287196 1.000000
246362 287249 0.333333
15661 287249 0.333333
42039 287249 0.333333
108584 287319 0.333333
215664 287319 0.333333
68149 287319 0.333333
202170 287742 0.250000
231529 287742 0.250000
